id,src_ip,dst_ip,packets,octets,start_time,start_msec,end_time,end_msec,src_port,dst_port,tcp_flags,prot
54,2463760020,3752951245,1,60,1222173605,985,1222173605,985,2053,22,2,6
55,2463760020,3752951246,1,60,1222173605,985,1222173605,985,1707,22,2,6
56,2463760020,3752951247,1,60,1222173605,985,1222173605,985,1728,22,2,6
57,2463760020,3752951254,1,60,1222173605,985,1222173605,985,2543,22,2,6
58,2463760020,3752951255,1,60,1222173605,985,1222173605,985,2831,22,2,6
59,2463760020,3752951253,1,60,1222173605,985,1222173605,985,2037,22,2,6
60,2463760020,3752951252,1,60,1222173605,985,1222173605,985,2535,22,2,6
61,2463760020,3752951250,1,60,1222173605,985,1222173605,985,2666,22,2,6
62,2463760020,3752951251,1,60,1222173605,985,1222173605,985,4962,22,2,6
63,2463760020,3752951249,1,60,1222173605,985,1222173605,985,4004,22,2,6
64,2463760020,3752951248,1,60,1222173605,985,1222173605,985,3337,22,2,6
65,2463760020,3752951257,1,60,1222173605,985,1222173605,985,2736,22,2,6
66,2463760020,3752951256,1,60,1222173605,985,1222173605,985,1576,22,2,6
67,2463760020,3752951258,1,60,1222173605,985,1222173605,985,1477,22,2,6
68,2463760020,3752951259,1,60,1222173605,985,1222173605,985,4048,22,2,6
69,2463760020,3752951261,1,60,1222173605,985,1222173605,985,4576,22,2,6
70,2463760020,3752951260,1,60,1222173605,985,1222173605,985,1354,22,2,6
71,2463760020,3752951262,1,60,1222173605,985,1222173605,985,4597,22,2,6
72,2463760020,3752951263,1,60,1222173605,985,1222173605,985,3780,22,2,6
73,2463760020,3752951230,1,60,1222173605,985,1222173605,985,2179,22,2,6
74,2463760020,3752951231,1,60,1222173605,985,1222173605,985,3155,22,2,6
75,2463760020,3752951229,1,60,1222173605,985,1222173605,985,2173,22,2,6
76,2463760020,3752951228,1,60,1222173605,985,1222173605,985,4145,22,2,6
77,2463760020,3752951226,1,60,1222173605,985,1222173605,985,4546,22,2,6
78,2463760020,3752951227,1,60,1222173605,985,1222173605,985,2327,22,2,6
79,2463760020,3752951225,1,60,1222173605,985,1222173605,985,3789,22,2,6
80,2463760020,3752951224,1,60,1222173605,985,1222173605,985,1307,22,2,6
81,2463760020,3752951222,1,60,1222173605,985,1222173605,985,4124,22,2,6
82,2463760020,3752951223,1,60,1222173605,985,1222173605,985,3307,22,2,6
83,2463760020,3752951221,1,60,1222173605,985,1222173605,985,1121,22,2,6
84,2463760020,3752951220,1,60,1222173605,985,1222173605,985,1419,22,2,6
85,2463760020,3752951219,1,60,1222173605,985,1222173605,985,4174,22,2,6
86,2463760020,3752951218,1,60,1222173605,985,1222173605,985,1119,22,2,6
87,2463760020,3752951217,1,60,1222173605,985,1222173605,985,4916,22,2,6
88,2463760020,3752951216,1,60,1222173605,985,1222173605,985,1845,22,2,6
89,2463760020,3752951201,1,60,1222173605,985,1222173605,985,2980,22,2,6
90,2463760020,3752951200,1,60,1222173605,985,1222173605,985,2366,22,2,6
91,2463760020,3752951202,1,60,1222173605,985,1222173605,985,2111,22,2,6
92,2463760020,3752951203,1,60,1222173605,985,1222173605,985,1961,22,2,6
93,2463760020,3752951206,1,60,1222173605,985,1222173605,985,2382,22,2,6
94,2463760020,3752951207,1,60,1222173605,985,1222173605,985,3683,22,2,6
95,2463760020,3752951205,1,60,1222173605,985,1222173605,985,1112,22,2,6
96,2463760020,3752951204,1,60,1222173605,985,1222173605,985,4636,22,2,6
97,2463760020,3752951209,1,60,1222173605,985,1222173605,985,4823,22,2,6
98,2463760020,3752951208,1,60,1222173605,985,1222173605,985,2312,22,2,6
99,2463760020,3752951210,1,60,1222173605,985,1222173605,985,4583,22,2,6
100,2463760020,3752951211,1,60,1222173605,985,1222173605,985,4385,22,2,6
101,2463760020,3752951212,1,60,1222173605,985,1222173605,985,1588,22,2,6
102,2463760020,3752951213,1,60,1222173605,985,1222173605,985,4266,22,2,6
103,2463760020,3752951214,1,60,1222173605,985,1222173605,985,2303,22,2,6
104,2463760020,3752951215,1,60,1222173605,985,1222173605,985,1527,22,2,6
105,2463760020,3752951193,1,60,1222173605,985,1222173605,985,1361,22,2,6
106,2463760020,3752951192,1,60,1222173605,985,1222173605,985,4000,22,2,6
107,2463760020,3752951194,1,60,1222173605,985,1222173605,985,1661,22,2,6
108,2463760020,3752951195,1,60,1222173605,985,1222173605,985,3756,22,2,6
109,2463760020,3752951196,1,60,1222173605,985,1222173605,985,3311,22,2,6
110,2463760020,3752951197,1,60,1222173605,985,1222173605,985,3276,22,2,6
111,2463760020,3752951198,1,60,1222173605,985,1222173605,985,4718,22,2,6
112,2463760020,3752951199,1,60,1222173605,985,1222173605,985,4110,22,2,6
113,2463760020,3752951190,1,60,1222173605,985,1222173605,985,1224,22,2,6
114,2463760020,3752951191,1,60,1222173605,985,1222173605,985,3477,22,2,6
115,2463760020,3752951189,1,60,1222173605,985,1222173605,985,2189,22,2,6
116,2463760020,3752951188,1,60,1222173605,985,1222173605,985,3976,22,2,6
117,2463760020,3752951187,1,60,1222173605,985,1222173605,985,3768,22,2,6
118,2463760020,3752951186,1,60,1222173605,985,1222173605,985,4764,22,2,6
119,2463760020,3752951185,1,60,1222173605,985,1222173605,985,4037,22,2,6
120,2463760020,3752951184,1,60,1222173605,985,1222173605,985,3820,22,2,6
121,2463760020,3752951176,1,60,1222173605,985,1222173605,985,4245,22,2,6
122,2463760020,3752951177,1,60,1222173605,985,1222173605,985,4840,22,2,6
123,2463760020,3752951178,1,60,1222173605,985,1222173605,985,1457,22,2,6
124,2463760020,3752951179,1,60,1222173605,985,1222173605,985,4646,22,2,6
125,2463760020,3752951181,1,60,1222173605,985,1222173605,985,3175,22,2,6
126,2463760020,3752951180,1,60,1222173605,985,1222173605,985,2029,22,2,6
127,2463760020,3752951182,1,60,1222173605,985,1222173605,985,1503,22,2,6
128,2463760020,3752951183,1,60,1222173605,985,1222173605,985,4029,22,2,6
129,2463760020,3752951175,1,60,1222173605,985,1222173605,985,3670,22,2,6
130,2463760020,3752951174,1,60,1222173605,985,1222173605,985,3002,22,2,6
131,2463760020,3752951173,1,60,1222173605,985,1222173605,985,2296,22,2,6
132,2463760020,3752951172,1,60,1222173605,985,1222173605,985,3912,22,2,6
133,2463760020,3752951170,1,60,1222173605,985,1222173605,985,4670,22,2,6
134,2463760020,3752951171,1,60,1222173605,985,1222173605,985,4298,22,2,6
135,2463760020,3752951169,1,60,1222173605,985,1222173605,985,1959,22,2,6
136,2463760020,3752951168,1,60,1222173605,985,1222173605,985,1870,22,2,6
137,2463760020,3752951160,1,60,1222173605,985,1222173605,985,3099,22,2,6
138,2463760020,3752951161,1,60,1222173605,985,1222173605,985,2994,22,2,6
139,2463760020,3752951162,1,60,1222173605,985,1222173605,985,2157,22,2,6
140,2463760020,3752951163,1,60,1222173605,985,1222173605,985,3771,22,2,6
141,2463760020,3752951165,1,60,1222173605,985,1222173605,985,2141,22,2,6
142,2463760020,3752951164,1,60,1222173605,985,1222173605,985,4190,22,2,6
143,2463760020,3752951166,1,60,1222173605,985,1222173605,985,1737,22,2,6
144,2463760020,3752951167,1,60,1222173605,985,1222173605,985,2442,22,2,6
145,2463760020,3752951159,1,60,1222173605,985,1222173605,985,4461,22,2,6
146,2463760020,3752951158,1,60,1222173605,985,1222173605,985,4673,22,2,6
147,2463760020,3752951157,1,60,1222173605,985,1222173605,985,1428,22,2,6
148,2463760020,3752951156,1,60,1222173605,986,1222173605,986,2109,22,2,6
149,2463760020,3752951152,1,60,1222173605,986,1222173605,986,1358,22,2,6
150,2463760020,3752951153,1,60,1222173605,986,1222173605,986,2040,22,2,6
151,2463760020,3752951154,1,60,1222173605,986,1222173605,986,2597,22,2,6
152,2463760020,3752951155,1,60,1222173605,986,1222173605,986,4350,22,2,6
153,2463760020,3752951151,1,60,1222173605,986,1222173605,986,1539,22,2,6
154,2463760020,3752951150,1,60,1222173605,986,1222173605,986,2339,22,2,6
155,2463760020,3752951149,1,60,1222173605,986,1222173605,986,2698,22,2,6
156,2463760020,3752951148,1,60,1222173605,986,1222173605,986,3943,22,2,6
157,2463760020,3752951145,1,60,1222173605,986,1222173605,986,2241,22,2,6
158,2463760020,3752951144,1,60,1222173605,986,1222173605,986,1982,22,2,6
159,2463760020,3752951146,1,60,1222173605,986,1222173605,986,3987,22,2,6
160,2463760020,3752951147,1,60,1222173605,986,1222173605,986,4765,22,2,6
161,2463760020,3752951142,1,60,1222173605,986,1222173605,986,2560,22,2,6
162,2463760020,3752951143,1,60,1222173605,986,1222173605,986,2720,22,2,6
163,2463760020,3752951141,1,60,1222173605,986,1222173605,986,1948,22,2,6
164,2463760020,3752951140,1,60,1222173605,986,1222173605,986,2648,22,2,6
165,2463760020,3752951139,1,60,1222173605,986,1222173605,986,1581,22,2,6
166,2463760020,3752951138,1,60,1222173605,986,1222173605,986,1251,22,2,6
167,2463760020,3752951137,1,60,1222173605,986,1222173605,986,1663,22,2,6
168,2463760020,3752951136,1,60,1222173605,986,1222173605,986,1723,22,2,6
169,2463760020,3752951135,1,60,1222173605,986,1222173605,986,2226,22,2,6
170,2463760020,3752951134,1,60,1222173605,986,1222173605,986,4453,22,2,6
171,2463760020,3752951133,1,60,1222173605,986,1222173605,986,2476,22,2,6
172,2463760020,3752951132,1,60,1222173605,986,1222173605,986,1207,22,2,6
173,2463760020,3752951130,1,60,1222173605,986,1222173605,986,2669,22,2,6
174,2463760020,3752951131,1,60,1222173605,986,1222173605,986,3722,22,2,6
175,2463760020,3752951129,1,60,1222173605,986,1222173605,986,2224,22,2,6
176,2463760020,3752951128,1,60,1222173605,986,1222173605,986,2106,22,2,6
177,2463760020,3752951127,1,60,1222173605,986,1222173605,986,3939,22,2,6
178,2463760020,3752951126,1,60,1222173605,986,1222173605,986,3078,22,2,6
179,2463760020,3752951125,1,60,1222173605,986,1222173605,986,2396,22,2,6
180,2463760020,3752951124,1,60,1222173605,986,1222173605,986,1413,22,2,6
181,3752951265,2463760020,1,40,1222173606,242,1222173606,242,22,1951,20,6
182,2463760020,3752951123,1,60,1222173606,725,1222173606,725,3357,22,2,6
183,2463760020,3752951121,1,60,1222173606,986,1222173606,986,2906,22,2,6
184,2463760020,3752951120,1,60,1222173606,986,1222173606,986,3038,22,2,6
185,2463760020,3752951119,1,60,1222173606,986,1222173606,986,1092,22,2,6
186,2463760020,3752951118,1,60,1222173606,986,1222173606,986,3859,22,2,6
187,2463760020,3752951117,1,60,1222173606,986,1222173606,986,2280,22,2,6
188,2463760020,3752951116,1,60,1222173606,986,1222173606,986,2731,22,2,6
189,2463760020,3752951114,1,60,1222173606,986,1222173606,986,1608,22,2,6
190,2463760020,3752951115,1,60,1222173606,986,1222173606,986,4216,22,2,6
191,2463760020,3752951113,1,60,1222173606,986,1222173606,986,1644,22,2,6
192,2463760020,3752951112,1,60,1222173606,986,1222173606,986,1067,22,2,6
193,2463760020,3752951110,1,60,1222173606,986,1222173606,986,2275,22,2,6
194,2463760020,3752951111,1,60,1222173606,986,1222173606,986,1187,22,2,6
195,2463760020,3752951109,1,60,1222173606,986,1222173606,986,1225,22,2,6
196,2463760020,3752951108,1,60,1222173606,986,1222173606,986,3272,22,2,6
197,2463760020,3752951105,1,60,1222173606,986,1222173606,986,4510,22,2,6
198,2463760020,3752951104,1,60,1222173606,986,1222173606,986,1316,22,2,6
199,2463760020,3752951106,1,60,1222173606,986,1222173606,986,1376,22,2,6
200,2463760020,3752951107,1,60,1222173606,986,1222173606,986,1787,22,2,6
201,2463760020,3752951041,1,60,1222173606,986,1222173606,986,1406,22,2,6
202,2463760020,3752951040,1,60,1222173606,986,1222173606,986,3458,22,2,6
203,2463760020,3752951042,1,60,1222173606,986,1222173606,986,2534,22,2,6
204,2463760020,3752951043,1,60,1222173606,986,1222173606,986,3944,22,2,6
205,2463760020,3752951046,1,60,1222173606,986,1222173606,986,2687,22,2,6
206,2463760020,3752951047,1,60,1222173606,986,1222173606,986,4520,22,2,6
207,2463760020,3752951045,1,60,1222173606,986,1222173606,986,4017,22,2,6
208,2463760020,3752951044,1,60,1222173606,986,1222173606,986,1973,22,2,6
209,2463760020,3752951049,1,60,1222173606,986,1222173606,986,3946,22,2,6
210,2463760020,3752951048,1,60,1222173606,986,1222173606,986,3399,22,2,6
211,2463760020,3752951050,1,60,1222173606,986,1222173606,986,2630,22,2,6
212,2463760020,3752951051,1,60,1222173606,986,1222173606,986,3018,22,2,6
213,2463760020,3752951053,1,60,1222173606,986,1222173606,986,3435,22,2,6
214,2463760020,3752951052,1,60,1222173606,986,1222173606,986,4030,22,2,6
215,2463760020,3752951054,1,60,1222173606,986,1222173606,986,3644,22,2,6
216,2463760020,3752951055,1,60,1222173606,986,1222173606,986,3426,22,2,6
217,2463760020,3752951062,1,60,1222173606,986,1222173606,986,3552,22,2,6
218,2463760020,3752951063,1,60,1222173606,986,1222173606,986,2204,22,2,6
219,2463760020,3752951061,1,60,1222173606,986,1222173606,986,4217,22,2,6
220,2463760020,3752951060,1,60,1222173606,986,1222173606,986,1425,22,2,6
221,2463760020,3752951058,1,60,1222173606,986,1222173606,986,3682,22,2,6
222,2463760020,3752951059,1,60,1222173606,986,1222173606,986,2714,22,2,6
223,2463760020,3752951057,1,60,1222173606,986,1222173606,986,3529,22,2,6
224,2463760020,3752951056,1,60,1222173606,986,1222173606,986,4898,22,2,6
225,2463760020,3752951064,1,60,1222173606,986,1222173606,986,1262,22,2,6
226,2463760020,3752951065,1,60,1222173606,986,1222173606,986,2018,22,2,6
227,2463760020,3752951066,1,60,1222173606,986,1222173606,986,3990,22,2,6
228,2463760020,3752951067,1,60,1222173606,986,1222173606,986,3790,22,2,6
229,2463760020,3752951070,1,60,1222173606,986,1222173606,986,3213,22,2,6
230,2463760020,3752951071,1,60,1222173606,986,1222173606,986,2805,22,2,6
231,2463760020,3752951069,1,60,1222173606,986,1222173606,986,2485,22,2,6
232,2463760020,3752951068,1,60,1222173606,986,1222173606,986,1168,22,2,6
233,2463760020,3752951072,1,60,1222173606,986,1222173606,986,3250,22,2,6
234,2463760020,3752951073,1,60,1222173606,986,1222173606,986,4601,22,2,6
235,2463760020,3752951074,1,60,1222173606,986,1222173606,986,2343,22,2,6
236,2463760020,3752951075,1,60,1222173606,986,1222173606,986,1320,22,2,6
237,2463760020,3752951076,1,60,1222173606,986,1222173606,986,1092,22,2,6
238,2463760020,3752951077,1,60,1222173606,986,1222173606,986,4535,22,2,6
239,2463760020,3752951078,1,60,1222173606,986,1222173606,986,1303,22,2,6
240,2463760020,3752951079,1,60,1222173606,986,1222173606,986,4192,22,2,6
241,2463760020,3752951080,1,60,1222173606,986,1222173606,986,2602,22,2,6
242,2463760020,3752951081,1,60,1222173606,986,1222173606,986,2625,22,2,6
243,2463760020,3752951082,1,60,1222173606,986,1222173606,986,4243,22,2,6
244,2463760020,3752951083,1,60,1222173606,986,1222173606,986,4423,22,2,6
245,2463760020,3752951084,1,60,1222173606,986,1222173606,986,3729,22,2,6
246,2463760020,3752951085,1,60,1222173606,986,1222173606,986,1634,22,2,6
247,2463760020,3752951086,1,60,1222173606,986,1222173606,986,2584,22,2,6
248,2463760020,3752951087,1,60,1222173606,986,1222173606,986,1523,22,2,6
249,2463760020,3752951095,1,60,1222173606,986,1222173606,986,4667,22,2,6
250,2463760020,3752951094,1,60,1222173606,986,1222173606,986,4524,22,2,6
251,2463760020,3752951093,1,60,1222173606,986,1222173606,986,3581,22,2,6
252,2463760020,3752951091,1,60,1222173607,806,1222173607,806,2265,22,2,6
253,2463760020,3752951090,1,60,1222173607,986,1222173607,986,1193,22,2,6
254,2463760020,3752951089,1,60,1222173607,986,1222173607,986,4600,22,2,6
255,2463760020,3752951088,1,60,1222173607,986,1222173607,986,4335,22,2,6
256,2463760020,3752951097,1,60,1222173607,986,1222173607,986,2327,22,2,6
257,2463760020,3752951096,1,60,1222173607,986,1222173607,986,3937,22,2,6
258,2463760020,3752951098,1,60,1222173607,986,1222173607,986,4917,22,2,6
259,2463760020,3752951099,1,60,1222173607,986,1222173607,986,4258,22,2,6
260,2463760020,3752951100,1,60,1222173607,986,1222173607,986,4176,22,2,6
261,2463760020,3752951101,1,60,1222173607,986,1222173607,986,4270,22,2,6
262,2463760020,3752951102,1,60,1222173607,986,1222173607,986,2112,22,2,6
263,2463760020,3752951296,1,60,1222173607,986,1222173607,986,1809,22,2,6
264,2463760020,3752951298,1,60,1222173607,986,1222173607,986,4743,22,2,6
265,2463760020,3752951299,1,60,1222173607,986,1222173607,986,4103,22,2,6
266,2463760020,3752951300,1,60,1222173607,986,1222173607,986,2860,22,2,6
267,2463760020,3752951301,1,60,1222173607,986,1222173607,986,1577,22,2,6
268,2463760020,3752951302,1,60,1222173607,986,1222173607,986,3184,22,2,6
269,2463760020,3752951303,1,60,1222173607,986,1222173607,986,4728,22,2,6
270,2463760020,3752951304,1,60,1222173607,986,1222173607,986,1070,22,2,6
271,2463760020,3752951305,1,60,1222173607,986,1222173607,986,4651,22,2,6
272,2463760020,3752951306,1,60,1222173607,986,1222173607,986,2845,22,2,6
273,2463760020,3752951307,1,60,1222173607,986,1222173607,986,3624,22,2,6
274,2463760020,3752951309,1,60,1222173607,986,1222173607,986,3272,22,2,6
275,2463760020,3752951308,1,60,1222173607,986,1222173607,986,1930,22,2,6
276,2463760020,3752951310,1,60,1222173607,986,1222173607,986,2621,22,2,6
277,2463760020,3752951311,1,60,1222173607,986,1222173607,986,1593,22,2,6
278,2463760020,3752951326,1,60,1222173607,986,1222173607,986,1427,22,2,6
279,2463760020,3752951327,1,60,1222173607,986,1222173607,986,1573,22,2,6
280,2463760020,3752951325,1,60,1222173607,986,1222173607,986,1977,22,2,6
281,2463760020,3752951324,1,60,1222173607,986,1222173607,986,4207,22,2,6
282,2463760020,3752951323,1,60,1222173607,986,1222173607,986,1390,22,2,6
283,2463760020,3752951322,1,60,1222173607,986,1222173607,986,1850,22,2,6
284,2463760020,3752951321,1,60,1222173607,986,1222173607,986,1797,22,2,6
285,2463760020,3752951320,1,60,1222173607,986,1222173607,986,4783,22,2,6
286,2463760020,3752951319,1,60,1222173607,986,1222173607,986,3016,22,2,6
287,2463760020,3752951318,1,60,1222173607,986,1222173607,986,4436,22,2,6
288,2463760020,3752951317,1,60,1222173607,986,1222173607,986,4404,22,2,6
289,2463760020,3752951316,1,60,1222173607,986,1222173607,986,4392,22,2,6
290,2463760020,3752951313,1,60,1222173607,986,1222173607,986,3610,22,2,6
291,2463760020,3752951314,2,120,1222173606,165,1222173608,986,2159,22,2,6
292,2463760020,3752951315,2,120,1222173606,165,1222173608,986,2347,22,2,6
293,2463760020,3752951328,2,120,1222173606,165,1222173608,986,2055,22,2,6
294,2463760020,3752951329,2,120,1222173606,165,1222173608,986,4924,22,2,6
295,2463760020,3752951330,2,120,1222173606,165,1222173608,986,4771,22,2,6
296,2463760020,3752951331,2,120,1222173606,165,1222173608,986,1563,22,2,6
297,2463760020,3752951333,2,120,1222173606,165,1222173608,986,2163,22,2,6
298,2463760020,3752951332,2,120,1222173606,165,1222173608,986,3628,22,2,6
299,2463760020,3752951334,2,120,1222173606,165,1222173608,986,2840,22,2,6
300,2463760020,3752951335,2,120,1222173606,165,1222173608,986,1156,22,2,6
301,2463760020,3752951336,2,120,1222173606,165,1222173608,986,1329,22,2,6
302,2463760020,3752951337,2,120,1222173606,165,1222173608,986,3012,22,2,6
303,2463760020,3752951338,2,120,1222173606,165,1222173608,986,3078,22,2,6
304,2463760020,3752951339,2,120,1222173606,165,1222173608,986,1031,22,2,6
305,2463760020,3752951340,2,120,1222173606,165,1222173608,986,1612,22,2,6
306,2463760020,3752951341,2,120,1222173606,165,1222173608,986,2880,22,2,6
307,2463760020,3752951342,2,120,1222173606,165,1222173608,986,2036,22,2,6
308,2463760020,3752951343,2,120,1222173606,165,1222173608,986,2028,22,2,6
309,2463760020,3752951350,2,120,1222173606,165,1222173608,986,3637,22,2,6
310,2463760020,3752951351,2,120,1222173606,165,1222173608,986,2344,22,2,6
311,2463760020,3752951349,2,120,1222173606,165,1222173608,986,4139,22,2,6
312,2463760020,3752951348,2,120,1222173606,165,1222173608,986,3225,22,2,6
313,2463760020,3752951345,2,120,1222173606,165,1222173608,986,3155,22,2,6
314,2463760020,3752951344,2,120,1222173606,165,1222173608,986,1769,22,2,6
315,2463760020,3752951346,2,120,1222173606,165,1222173608,986,1369,22,2,6
316,2463760020,3752951347,2,120,1222173606,165,1222173608,986,4775,22,2,6
317,2463760020,3752951353,2,120,1222173606,165,1222173608,986,1777,22,2,6
318,2463760020,3752951352,2,120,1222173606,165,1222173608,986,3194,22,2,6
319,2463760020,3752951354,2,120,1222173606,165,1222173608,986,1063,22,2,6
320,2463760020,3752951355,2,120,1222173606,165,1222173608,986,4760,22,2,6
321,2463760020,3752951358,2,120,1222173606,165,1222173608,986,4503,22,2,6
322,2463760020,3752951359,2,120,1222173606,165,1222173608,986,4931,22,2,6
323,2463760020,3752951357,2,120,1222173606,165,1222173608,986,4379,22,2,6
324,2463760020,3752951356,2,120,1222173606,165,1222173608,986,2283,22,2,6
325,2463760020,3752951366,2,120,1222173606,165,1222173608,986,3125,22,2,6
326,2463760020,3752951367,2,120,1222173606,165,1222173608,986,4840,22,2,6
327,2463760020,3752951365,2,120,1222173606,165,1222173608,986,1191,22,2,6
328,2463760020,3752951364,2,120,1222173606,165,1222173608,986,4264,22,2,6
329,2463760020,3752951363,2,120,1222173606,165,1222173608,986,2701,22,2,6
330,2463760020,3752951362,2,120,1222173606,165,1222173608,986,1602,22,2,6
331,2463760020,3752951361,2,120,1222173606,165,1222173608,986,4664,22,2,6
332,2463760020,3752951360,2,120,1222173606,165,1222173608,986,1787,22,2,6
333,2463760020,3752951368,2,120,1222173606,165,1222173608,986,1275,22,2,6
334,2463760020,3752951369,2,120,1222173606,165,1222173608,986,3713,22,2,6
335,2463760020,3752951370,2,120,1222173606,165,1222173608,986,2105,22,2,6
336,2463760020,3752951371,2,120,1222173606,165,1222173608,986,4008,22,2,6
337,2463760020,3752951372,2,120,1222173606,165,1222173608,986,2798,22,2,6
338,2463760020,3752951373,2,120,1222173606,165,1222173608,986,2865,22,2,6
339,2463760020,3752951374,2,120,1222173606,165,1222173608,986,4488,22,2,6
340,2463760020,3752951375,2,120,1222173606,165,1222173608,986,3722,22,2,6
341,2463760020,3752951391,2,120,1222173606,165,1222173608,986,1347,22,2,6
342,2463760020,3752951390,2,120,1222173606,165,1222173608,986,2113,22,2,6
343,2463760020,3752951389,2,120,1222173606,165,1222173608,986,1419,22,2,6
344,2463760020,3752951388,2,120,1222173606,165,1222173608,986,2436,22,2,6
345,2463760020,3752951387,2,120,1222173606,165,1222173608,986,1724,22,2,6
346,2463760020,3752951386,2,120,1222173606,165,1222173608,986,2310,22,2,6
347,2463760020,3752951385,2,120,1222173606,165,1222173608,986,1985,22,2,6
348,2463760020,3752951384,2,120,1222173606,166,1222173608,986,2255,22,2,6
349,2463760020,3752951382,2,120,1222173606,166,1222173608,986,4392,22,2,6
350,2463760020,3752951383,2,120,1222173606,166,1222173608,986,2725,22,2,6
351,2463760020,3752951381,2,120,1222173606,166,1222173608,986,3461,22,2,6
352,2463760020,3752951380,2,120,1222173606,166,1222173608,986,1072,22,2,6
353,2463760020,3752951376,2,120,1222173606,166,1222173608,986,4440,22,2,6
354,2463760020,3752951377,2,120,1222173606,166,1222173608,986,4562,22,2,6
355,2463760020,3752951378,2,120,1222173606,166,1222173608,986,2905,22,2,6
356,2463760020,3752951379,2,120,1222173606,166,1222173608,986,4007,22,2,6
